Waterbody,State,County,Site Number,Site ID,Site Description,Site Latitude,Site Longitude,HWM Label,HWM ID,HWM Location Description,HWM Type,HWM Quality,Height Above Ground (ft),HWM Latitude,HWM Longitude,Surveyed HWM Elevation (ft)
Thatcher Brook,VT,Washington County,VTWAS33807,33807,"In front of farm stand on Guptil Road, Waterbury Center VT",44.36859894,-72.71790314,VT-023-WJ-373,45562,Green HWM disc at base of large tree with large wild grapevine 100 ft DS of bridge,Debris,Poor: +/- 0.40 ft,0,44.36889047,-72.71792638,636.16
Thatcher Brook,VT,Washington County,VTWAS33922,33922,"Upstream Guptil Rd near Thatcher Brook Rd, Thatcher Brook, Waterbury VT",44.3692877,-72.7175351,VT-023-WJ-374,45811,"HWM disc in small tree off of Thatcher Brook Rd, ~150 ft US of bridge",Debris,Poor: +/- 0.40 ft,,44.36909775,-72.71746004,637.74
Thatcher Brook,VT,Washington County,VTWAS33808,33808,"At the end of the driveway to Murray Hill Tree Farm, Waterbury Center VT",44.36100006,-72.72440338,VT-023-WJ-375,45565,Mag nail in rocky outcrop along driveway to Christmas tree farm. Mark set 1.85 ft below debris line,Debris,Poor: +/- 0.40 ft,0,44.36072118,-72.72422033,606.22
Thatcher Brook,VT,Washington County,VTWAS33809,33809,"At the end of a driveway on Guptil Road, Waterbury Center VT",44.36050034,-72.72370148,VT-023-WJ-376,45566,HWM disc and nail in large willow tree ~150 ft DS at the edge of a clearing,Seed line,Fair: +/- 0.20 ft,0,44.36046197,-72.72363815,607.31
Thatcher Brook,VT,Washington County,VTWAS33696,33696,"Next to Waterbury Community Bike/Hike Path off Lincoln Street, Waterbury VT",44.34560013,-72.74420166,VT-023-WJ-755,45395,White HWM disc on US side of willow tree (2.5 ft diameter) on DS corner of park and ride lot,Debris,Fair: +/- 0.20 ft,3.12,44.3456032,-72.74419149,503.07
Thatcher Brook,VT,Washington County,VTWAS33697,33697,"Upstream of bridge off Lower Mill Road, Waterbury VT",44.34880066,-72.74240112,VT-023-WJ-756,45399,White HWM disc on US side of root on 1 ft diameter hardwood growing on bedrock,Debris,Fair: +/- 0.20 ft,0,44.34886228,-72.74236579,539.51
Thatcher Brook,VT,Washington County,VTWAS33698,33698,"Behind building on Waterbury-Stowe Road, Waterbury VT",44.35020065,-72.74150085,VT-023-WJ-757,45402,White HWM disc and pink flagging on base of free standing 1 ft diameter hardwood on bank at the bottom of stairs,Debris,Fair: +/- 0.20 ft,0,44.35011845,-72.74148625,572.82
Thatcher Brook,VT,Washington County,VTWAS33698,33698,"Behind building on Waterbury-Stowe Road, Waterbury VT",44.35020065,-72.74150085,VT-023-WJ-758,45404,White HWM disc with pink flagging near base of very large willow tree (4 ft diameter) down embankment at 59 Laurel Rd,Debris,Good: +/- 0.10 ft,0.8,44.35004003,-72.74128054,571.99
Thatcher Brook,VT,Washington County,VTWAS33699,33699,"Upstream of Guptil Road bridge, Waterbury VT",44.35570145,-72.72989655,VT-023-WJ-759,45403,White HWM disc and pink flagginf on stump on landward side of willow tree (2.5 ft diameter),Debris,Fair: +/- 0.20 ft,2.22,44.35578745,-72.7299709,589.09
Thatcher Brook,VT,Washington County,VTWAS33920,33920,"Upstream Guptil Rd, Thatcher Brook, Waterbury VT",44.35563225,-72.72904224,VT-023-WJ-760,45807,White HWM disc with pink flagging on utility pole 18/30. 15 ft US of mailboxes,Debris,Poor: +/- 0.40 ft,2.1,44.35563225,-72.72904224,590.84
Utley Brook,VT,Windham County,VTWIN33599,33599,"Downstream of N. Main Street bridge, next to Exxon gas station, Londonderry VT",43.22890091,-72.81420135,VT-025-LN-115,45244,Green HWM disc in large maple tree 16.5 ft DS of bridge on edge of RB of brook,Debris,Unknown/Historical,3.4,43.22888731,-72.81375524,1135.45
Walloomsac River,VT,Bennington County,VTBEN33644,33644,"Upstream of the Henry Covered Bridge on River Road, Bennington VT",42.91239929,-73.25499725,VT-003-BI-542,45319,"Green HWM disc with double headed nail and pink flagging on branch. HWM is on the DS side of birch tree (12 inch diameter) 4 ft from waters edge, ~50 ft from CHCL",Wash line,Good: +/- 0.10 ft,0,42.91243214,-73.25489001,532.2
Wells River,VT,Caledonia County,VTCAL33726,33726,"Upstream of Scott Highway bridge, Groton VT",44.21969986,-72.22029877,VT-005-GR-484,45447,Green HWM disc on debris line on 14 inch tree. ~200 ft US of bridge,Debris,Fair: +/- 0.20 ft,1.3,44.21972819,-72.22038245,883.5
Wells River,VT,Caledonia County,VTCAL33727,33727,"Bend of river, downstream of Cochran Road bridge, Groton VT",44.22040176,-72.22049713,VT-005-GR-485,45454,8 inch nail with long flagging on DS side of rock. ~8 ft US from birdhouse in line with red porch,Debris,Poor: +/- 0.40 ft,0,44.22040433,-72.22026387,883.28
Wells River,VT,Caledonia County,VTCAL33728,33728,"Downstream of Cochran Riad bridge, Groton VT",44.2201004,-72.21900177,VT-005-GR-486,45451,Green HWM disc in 12 inch tree. ~250 ft DS of bridge on island in higher water,Debris,Fair: +/- 0.20 ft,4.9,44.22004268,-72.2189643,881.27
Wells River,VT,Caledonia County,VTCAL33728,33728,"Downstream of Cochran Riad bridge, Groton VT",44.2201004,-72.21900177,VT-005-GR-487,45448,8 inch nail with long flagging on debris/washline ~4 ft below road opposite telephone pole 111/40,Debris,Fair: +/- 0.20 ft,0,44.2197044,-72.21875312,879.48
Wells River,VT,Caledonia County,VTCAL30517,30517,"Wells River, upstream of Church Street bridge, Ryegate, VT",44.187081,-72.140872,VT-005-RY-488,45452,Green HWM disc on seedline on 7 inch tree opposite break in retaining wall on LB,Seed line,Good: +/- 0.10 ft,1.72,44.1870903,-72.14111218,729.26
Wells River,VT,Caledonia County,VTCAL30518,30518,"Wells River, downstream of Church Street bridge, Ryegate, VT",44.18726,-72.14036,VT-005-RY-489,45455,Sharpie line on estimate from homeowner. DSR wingwall,Stain line,Very Poor: > 0.40 ft,3.6,44.18714901,-72.14057019,729.49
Wells River,VT,Caledonia County,VTCAL30517,30517,"Wells River, upstream of Church Street bridge, Ryegate, VT",44.187081,-72.140872,VT-005-RY-490,45457,"Green HWM disc on sandline at base of 22 inch tree, ~100 ft US from bridge",Seed line,Fair: +/- 0.20 ft,0,44.18725719,-72.14099514,727.82
Wells River,VT,Caledonia County,VTCAL30516,30516,"Wells River, upstream of Creamery Road bridge, Ryegate, VT",44.185227,-72.120495,VT-005-RY-491,45462,8 inch flagged nail on debris line ~5 ft US from Irene HWM on 25 inch multi-trunk poplar tree,Debris,Fair: +/- 0.20 ft,0,44.18522462,-72.12051896,689.13
Wells River,VT,Caledonia County,VTCAL30515,30515,"Wells River, downstream of Creamery Road bridge, Ryegate, VT",44.184563,-72.119277,VT-005-RY-492,45721, ,Debris,Fair: +/- 0.20 ft,3.1,44.18459269,-72.11931281,685.79
Wells River,VT,Caledonia County,VTCAL30516,30516,"Wells River, upstream of Creamery Road bridge, Ryegate, VT",44.185227,-72.120495,VT-005-RY-493,45720, ,Debris,Fair: +/- 0.20 ft,0,44.18485928,-72.12027594,690.38
Wells River,VT,Caledonia County,VTCAL30515,30515,"Wells River, downstream of Creamery Road bridge, Ryegate, VT",44.184563,-72.119277,VT-005-RY-494,45458,"Green HWM disc on 4 inch tree in slope of bank, ~120 ft DS of no trespassing sign",Mud,Fair: +/- 0.20 ft,1.5,44.18482652,-72.11908813,687.33
Wells River,VT,Orange County,VTORA30575,30575,"Wells River, downstream of Railroad Street bridge, Newbury, VT",44.15222,-72.04538,VT-017-NB-495,45459,Green HWM disc on debris line at base of 30 inch dual trunk tree. ~50 ft SW of SW corner of parking lot,Debris,Poor: +/- 0.40 ft,0,44.15221629,-72.04519695,413.25
West Branch Little River,VT,Lamoille County,VTLAM33788,33788,"At the intersection of Percy Park and Weeks Hill Road, Stowe VT",44.47669983,-72.69020081,VT-015-S1-354,45541,Hex bolt with orange flagging in west side of large maple tree on USL of bridge,Seed line,Fair: +/- 0.20 ft,0,44.47670904,-72.69012822,707.38
West Branch Little River,VT,Lamoille County,VTLAM33793,33793,"Next to the Quiet Path Trail and Loop, Stowe VT",44.47669983,-72.6882019,VT-015-S1-356,45545,"Screw in birch with orange flagging in a large knotweed patch, ~300 ft US of bridge, 40 ft US of walking trail sign #11",Debris,Poor: +/- 0.40 ft,0,44.47668584,-72.68822471,705.34
West Branch Little River,VT,Lamoille County,VTLAM33794,33794,"Along Meadow Lane, Stowe VT",44.47200012,-72.70709991,VT-015-S1-357,45547,Anchor bolt on rock face USR,Debris,Fair: +/- 0.20 ft,0,44.47199035,-72.70705508,728.1
West Branch Little River,VT,Lamoille County,VTLAM33798,33798,"Upstream of Stowe Recreation Path footbridge, Stowe VT",44.47259903,-72.70629883,VT-015-S1-358,45548,Anchor bolt in boulder in sitting area off of bike path,Debris,Unknown/Historical,1.35,44.47257607,-72.70632877,730.82
West Branch Little River,VT,Lamoille County,VTLAM33801,33801,"Behind a hotel off Mountain Road, Stowe VT",44.47159958,-72.70870209,VT-015-S1-359,45554,Mag nail with flagging at the base of a double white birch in line with room #8,Debris,Unknown/Historical,0,44.47165937,-72.70870327,733.44
West Branch Little River,VT,Lamoille County,VTLAM33802,33802,"Next to Chase Park and Stowe Recreation Path, Stowe VT",44.47389984,-72.72119904,VT-015-S1-360,45552,Mag nail with pink flagging set in boulder along USR rocky bank,Seed line,Poor: +/- 0.40 ft,4.33,44.47387018,-72.7210994,756.82
West Branch Little River,VT,Lamoille County,VTLAM33803,33803,"Downstream of Luce Hill Road bridge, next to Stowe Recreation Bike Path, Stowe VT",44.47359848,-72.7201004,VT-015-S1-361,45550,Nail with green HWM disc in small tree along rocky DSR bank,Debris,Poor: +/- 0.40 ft,0,44.47350044,-72.72014075,752.08
West Branch Little River,VT,Lamoille County,VTLAM33802,33802,"Next to Chase Park and Stowe Recreation Path, Stowe VT",44.47389984,-72.72119904,VT-015-S1-362,45546,Nail with green HWM disc set in trunk of a small tree along low-lying USL bank,Debris,Fair: +/- 0.20 ft,0,44.47430422,-72.72139865,757.64
West Branch Little River,VT,Lamoille County,VTLAM33804,33804,"Woods between Brook Road and Stowe Recreation Path, Stowe VT",44.49670029,-72.74459839,VT-015-S1-363,45551,"Green HWM disc in birch tree along low riverbank behind parking area near a ""rec path ends"" sign",Debris,Fair: +/- 0.20 ft,0,44.49672144,-72.74468095,880.83
West Branch Little River,VT,Lamoille County,VTLAM33804,33804,"Woods between Brook Road and Stowe Recreation Path, Stowe VT",44.49670029,-72.74459839,VT-015-S1-364,45549,Green HWM disc in a large single tree in line with S1-363,Debris,Fair: +/- 0.20 ft,0,44.49661935,-72.74495005,880.22
West Branch Little River,VT,Lamoille County,VTLAM33805,33805,"In yard of house near Brook Road, Stowe VT",44.49760056,-72.74549866,VT-015-S1-365,45557,Mag nail in stump on lawn at Innsbrook Inn,Debris,Fair: +/- 0.20 ft,1.45,44.49727727,-72.74540958,882.99
West Branch Little River,VT,Lamoille County,VTLAM33805,33805,"In yard of house near Brook Road, Stowe VT",44.49760056,-72.74549866,VT-015-S1-366,45558,Green HWM disc in birch tree in line with S1-365. Across from white two story house,Seed line,Good: +/- 0.10 ft,0,44.49722155,-72.74573611,883
West River,VT,Windham County,VTWIN33598,33598,"Next to West River Farmers Market on N. Main Street, Londonderry VT",43.22710037,-72.8082962,VT-025-LN-114,45236,"Wooden stake with green HWM disc, nail, and flagging (nail is height of water). Stake at base of fine dining sign (river side).",Debris,Good: +/- 0.10 ft,0,43.22713363,-72.80874179,1137.36
West River,VT,Windham County,VTWIN33600,33600,"Off of W. River Street, near Vermont Rte 100 intersection, South Londonderry VT",43.19169998,-72.81479645,VT-025-LN-116,45240,Mag nail with orange tape in road with orange paint and flagging. 246 ft SE of Rte 100 on West River Rd RB of river. ~3 ft from edge of road,Debris,Poor: +/- 0.40 ft,0,43.19182902,-72.81482228,1041.15
West River,VT,Windham County,VTWIN33601,33601,"Front of house off of Vermont Route 100, Londonderry VT",43.23300171,-72.79969788,VT-025-LN-118,45248,Black sharpie line measured up from a building footing board. SW corner of the white house closest to the road,Mud,Excellent: +/- 0.05 ft,1.82,43.23293011,-72.79957704,1155.38
West River,VT,Windham County,VTWIN33484,33484,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",43.22647,-72.80612,VT-025-LN-770,44992,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,8.5,43.22646302,-72.80610164,1152.99
West River,VT,Windham County,VTWIN33485,33485,"West River, downstream side of Rt. 11 bridge, Londonderry, VT",43.22613,-72.80788,VT-025-LN-771,44995,"West River, downstream side of Rt. 11 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,2.2,43.2261246,-72.80786367,1140.24
West River,VT,Windham County,VTWIN33484,33484,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",43.22647,-72.80612,VT-025-LN-772,44994,"West River, upstream side of Rt. 11 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,5,43.22682542,-72.8070997,1152.86
West River,VT,Windham County,VTWIN33486,33486,"West River, upstream side of Cobble Ridge Rd., Londonderry, VT",43.23564,-72.79711,VT-025-LN-773,44991,"West River, upstream side of Cobble Ridge Rd. bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,4.4,43.23553079,-72.7971376,1161.57
West River,VT,Windham County,VTWIN33486,33486,"West River, upstream side of Cobble Ridge Rd., Londonderry, VT",43.23564,-72.79711,VT-025-LN-774,44990,"West River, upstream side of Cobble Ridge Rd. bridge, Londonderry, VT",Debris,Good: +/- 0.10 ft,2.3,43.23548911,-72.79668125,1162.23
West River,VT,Windham County,VTWIN33487,33487,"West River, downstream side of Cobble Ridge Rd. bridge, Londonderry, VT",43.23491,-72.79742,VT-025-LN-775,44996,"West River, downstream side of Cobble Ridge Rd. bridge, Londonderry, VT",Debris,Good: +/- 0.10 ft,5.7,43.23489101,-72.79739105,1157.58
West River,VT,Windham County,VTWIN33487,33487,"West River, downstream side of Cobble Ridge Rd. bridge, Londonderry, VT",43.23491,-72.79742,VT-025-LN-776,44993,"West River, downstream side of Cobble Ridge Rd. bridge, Londonderry, VT",Debris,Poor: +/- 0.40 ft,0,43.23517024,-72.79756048,1157.69
West River,VT,Windham County,VTWIN33488,33488,"West River, REW downstream side of Rt. 100 bridge, Londonderry, VT",43.21057,-72.82413,VT-025-LN-777,45002,"West River, REW downstream side of Rt. 100 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,4,43.21052684,-72.82425712,1081.8
West River,VT,Windham County,VTWIN33488,33488,"West River, REW downstream side of Rt. 100 bridge, Londonderry, VT",43.21057,-72.82413,VT-025-LN-778,45000,"West River, REW downstream side of Rt. 100 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,3.9,43.21062997,-72.82402367,1083.08
West River,VT,Windham County,VTWIN33489,33489,"West River, REW upstream side of Rt. 100 bridge, Londonderry, VT",43.2115,-72.82367,VT-025-LN-779,44997,"West River, REW upstream side of Rt. 100 bridge, Londonderry, VT",Debris,Good: +/- 0.10 ft,4,43.2114415,-72.82364373,1095.83
West River,VT,Windham County,VTWIN33490,33490,"West River, LEW upstream side of Rt. 100 bridge, Londonderry, VT",43.21109,-72.8233,VT-025-LN-780,45001,"West River, LEW upstream side of Rt. 100 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,4.8,43.21112029,-72.82326872,1091.08
West River,VT,Windham County,VTWIN33490,33490,"West River, LEW upstream side of Rt. 100 bridge, Londonderry, VT",43.21109,-72.8233,VT-025-LN-781,44999,"West River, LEW upstream side of Rt. 100 bridge, Londonderry, VT",Debris,Poor: +/- 0.40 ft,2.5,43.21137386,-72.82321875,1095.33
West River,VT,Windham County,VTWIN33491,33491,"West River, LEW downstream side of Rt. 100 bridge, Londonderry, VT",43.2103,-72.82385,VT-025-LN-782,44998,"West River, LEW downstream side of Rt. 100 bridge, Londonderry, VT",Debris,Good: +/- 0.10 ft,4.5,43.21015386,-72.82421657,1084.12
West River,VT,Windham County,VTWIN33491,33491,"West River, LEW downstream side of Rt. 100 bridge, Londonderry, VT",43.2103,-72.82385,VT-025-LN-783,45003,"West River, LEW downstream side of Rt. 100 bridge, Londonderry, VT",Debris,Fair: +/- 0.20 ft,3.5,43.21027599,-72.82392065,1084.55
West River,VT,Windsor County,VTWIN33602,33602,"Next to the Wilder Memorial Library on Lawrence Hill Road, Weston VT",43.29150009,-72.79440308,VT-027-WU-119,45250,"Wooden stake with green HWM disc with flagging. Facing town office, HWM on left side in front of bush",Debris,Good: +/- 0.10 ft,0,43.29127117,-72.79397211,1295.12
Whetstone Brook,VT,Windham County,VTWIN30814,30814,"Whetstone Brook, downstream of Elliot Street bridge,  Brattleboro, VT",42.849796,-72.567726,VT-025-BT-536,45323,"Metal washer, double headed screw and pink flagging on maple tree (12 in diameter) streamside in line with red shed on Frost St",Seed line,Fair: +/- 0.20 ft,2.5,42.84940689,-72.56709979,265.4
Whetstone Brook,VT,Windham County,VTWIN30814,30814,"Whetstone Brook, downstream of Elliot Street bridge,  Brattleboro, VT",42.849796,-72.567726,VT-025-BT-537,45318,"Metal washer, double headed screw, and pink flagging on root of elm tree (6 inch diameter) ~15 ft from road",Wash line,Very Poor: > 0.40 ft,0,42.8493896,-72.56751853,273.63
Whetstone Brook,VT,Windham County,VTWIN30811,30811,"Whetstone Brook, upstream of Williams Street bridge, Brattleboro, VT",42.848829,-72.573382,VT-025-BT-538,45316,"Metal washer, double ended nail, and pink flagging in maple tree (20 inch diameter) ~38 ft from CHCL",Wash line,Good: +/- 0.10 ft,2,42.84901268,-72.5735687,301.89
Whetstone Brook,VT,Windham County,VTWIN33645,33645,"Next to house downstream of Williams Street bridge, Brattleboro VT",42.84830093,-72.5727005,VT-025-BT-539,45324,X marks the HWM on top of backyard retaining wall near grassline. ~25 ft from CHCL,Debris,Fair: +/- 0.20 ft,0,42.84831392,-72.57270457,300.2
Whetstone Brook,VT,Windham County,VTWIN30809,30809,"Whetstone Brook, downstream of Williams Street bridge, Brattleboro, VT",42.849064,-72.575092,VT-025-BT-540,45322,"Mag nail with pink flagging 2 ft above leveled beach, 5 ft from waters edge, 30 ft from CHCL",Wash line,Fair: +/- 0.20 ft,0,42.84859743,-72.57532156,318.71
Whetstone Brook,VT,Windham County,VTWIN30808,30808,"Whetstone Brook, upstream of Williams Street bridge, Brattleboro, VT",42.848693,-72.575389,VT-025-BT-541,45321,"Metal washer and pink flagging 4 ft above leveled beach in maple tree (27 in. diameter). ~25 ft from waters edge, 30 ft from CHCL",Wash line,Very Poor: > 0.40 ft,0,42.8493399,-72.57494474,312.37
White River,VT,Windsor County,VTWIN33769,33769,"Near the intersection of Maple Street and Ferry Boat Crossing, White River Junction VT",43.66040039,-72.33899689,VT-027-HA-823,45526,"8 inch flagged nail on mudline on artificial netted slope. Streamward of telephone poles, ~10 ft higher than bypass",Mud,Fair: +/- 0.20 ft,0,43.66033791,-72.33905338,342.16
White River,VT,Windsor County,VTWIN33875,33875,"Left Bank upstream of VA Cutoff Rd, White River Junction VT",43.66044772,-72.34086699,VT-027-HA-824,45719, ,Seed line,Good: +/- 0.10 ft,1.9,43.66044772,-72.34086699,346.4
White River,VT,Windsor County,VTWIN31085,31085,"White River, downstream of VA Cutoff Road bridge, Hartford, VT",43.658734,-72.338851,VT-027-HA-825,45525,White HWM disc on seedline on 16 inch tree growing at 60 degree angle. ~ In line with treeline on opposite bank,Seed line,Excellent: +/- 0.05 ft,5.42,43.65907106,-72.33883858,350.03
White River,VT,Windsor County,VTWIN33778,33778,"Upstream of VA Cutoff Road bridge, next to Old River Road, White River Junction VT",43.65940094,-72.34300232,VT-027-HA-826,45527,"Green HWM disc on 12 inch tree, bearing 164 degrees from 5 trunk finger tree (~15 ft). ~ Across river from shed of 147 Ferry Boat Crossing Rd",Debris,Good: +/- 0.10 ft,6.29,43.65943722,-72.34313368,351.68
Williams River,VT,Windham County,VTWIN33571,33571,"Downstream of Bartonsville Covered Bridge on Lower Bartonsville Road, Chester VT",43.22399902,-72.53600311,VT-025-CH-517,45207,"HWM disc and nail in tree (10 inch diameter) 175 ft from river CL, 102 ft DS of DS face of bridge",Debris,Good: +/- 0.10 ft,3.33,43.22386549,-72.53599154,478.14
Williams River,VT,Windham County,VTWIN33572,33572,"Upstream of Bartonsville Covered Bridge on Lower Bartonsville Road, Chester VT",43.22489929,-72.53630066,VT-025-CH-518,45209,"Young split maple USL. 190 ft to river CL, 288 ft DS of DS face, 10 ft off road",Debris,Fair: +/- 0.20 ft,1.33,43.22473638,-72.53626768,481.39
Williams River,VT,Windham County,VTWIN33498,33498,"Upstream of Rt. 5/Missing Link Rd Bridge, Rockingham VT",43.18289948,-72.45899963,VT-025-RH-500,45067,"Seed line on large (12"" diameter) birch tree",Seed line,Fair: +/- 0.20 ft,4,43.18291478,-72.45893264,298.92
Williams River,VT,Windham County,VTWIN33499,33499,"Downstream of Rt. 5/Missing Link Rd Bridge, Rockingham VT",43.18249893,-72.45860291,VT-025-RH-501,45070,"Dead tree (7"" diameter). 140 ft from CHCL along road and 100 ft in from road",Seed line,Excellent: +/- 0.05 ft,2.92,43.18253205,-72.45856102,296.74
Williams River,VT,Windham County,VTWIN33500,33500,"Downstream of Rt. 5/Missing Link Rd Bridge (Right Bank), Rockingham VT",43.18220139,-72.45939636,VT-025-RH-502,45071,"Maple tree (10"" diameter). 10 ft from CHCL along road and 52 ft in from road",Wash line,Fair: +/- 0.20 ft,0.71,43.18212883,-72.45941019,296.92
Williams River,VT,Windham County,VTWIN33501,33501,"Upstream of Interstate 91 bridge on Williams River, near railroad",43.18330002,-72.46479797,VT-025-RH-503,45076,"Evergreen tree (12"" diameter) seed line 440 ft upstream of USF along RR, 50 ft from RR",Seed line,Good: +/- 0.10 ft,5,43.18330753,-72.46472649,302.5
Williams River,VT,Windham County,VTWIN33502,33502,"Downstream of Interstate 91 bridge on Williams River, near railroad",43.18249893,-72.46170044,VT-025-RH-504,45079,"Elm tree (12"" diameter) downstream right. 341 ft DSF along RR, 75 ft in from RR.",Seed line,Fair: +/- 0.20 ft,3.58,43.18250992,-72.46172453,298.62
Williams River,VT,Windham County,VTWIN33503,33503,"Upstream of Parker Hill Rd Bridge, near USGS gage 01153550 Williams River Near Rockingham, VT",43.19189835,-72.48629761,VT-025-RH-505,45074,"Dead tree (7"" diameter) upstream right. 104 ft upstream of bridge and 84 ft right of river center line",Seed line,Fair: +/- 0.20 ft,5,43.19186614,-72.48629836,321.42
Williams River,VT,Windham County,VTWIN33503,33503,"Upstream of Parker Hill Rd Bridge, near USGS gage 01153550 Williams River Near Rockingham, VT",43.19189835,-72.48629761,VT-025-RH-506,45080,"Stake on wash line upstream left. 82 ft upstream of bridge, 50 ft from river centerline",Wash line,Poor: +/- 0.40 ft,0,43.19222771,-72.48591473,323.08
Williams River,VT,Windham County,VTWIN33504,33504,"Upstream of Railroad bridge on Williams River, Rockingham VT",43.19039917,-72.48120117,VT-025-RH-507,45077,"Conf. tree (10"" diameter) upstream left. 37 ft from USF of RR, 100 ft from CHCL",Seed line,Poor: +/- 0.40 ft,3,43.19041683,-72.48117956,315.36
Williams River,VT,Windham County,VTWIN33505,33505,"Downstream of Railroad bridge on Williams River, Rockingham VT",43.19079971,-72.48069763,VT-025-RH-508,45075,"Maple tree (20"" diameter) DSL. 126 ft from DSF of RR, 140 ft from CHCL",Seed line,Fair: +/- 0.20 ft,4,43.19083209,-72.48078702,314.87
Williams River,VT,Windham County,VTWIN33506,33506,"Upstream of Brockway Mills Rd Bridge, next to Williams Road, Upstream of USGS gage no. 01153500 Williams River at Brockway Mills, VT",43.20869827,-72.51850128,VT-025-RH-509,45081,"Twin white maple. Next to plastic culvert (west). Upstream of oak leaning over the river. 25 ft from road, 252 ft from US face",Seed line,Poor: +/- 0.40 ft,3,43.20864275,-72.51851758,454.47
Williams River,VT,Windham County,VTWIN33506,33506,"Upstream of Brockway Mills Rd Bridge, next to Williams Road, Upstream of USGS gage no. 01153500 Williams River at Brockway Mills, VT",43.20869827,-72.51850128,VT-025-RH-510,45082,"Base of tree (9"" diameter) USR. 160 ft from USF, 110 ft from CHCL, 50 ft from RR.",Wash line,Fair: +/- 0.20 ft,0,43.20811932,-72.5181647,455.13
Williams River,VT,Windham County,VTWIN33507,33507,"Upstream of railroad bridge off of Williams Road, Rockingham VT",43.20650101,-72.52210236,VT-025-RH-511,45078,"Seed line on tree (12"" diameter) USL. 70 ft from CHCL, 92 ft upstream from USF",Seed line,Poor: +/- 0.40 ft,6,43.20653742,-72.52209445,455.56
Williams River,VT,Windham County,VTWIN33507,33507,"Upstream of railroad bridge off of Williams Road, Rockingham VT",43.20650101,-72.52210236,VT-025-RH-512,45083,"Washline (leveled to tree, 12"" diameter) USL. 100 ft US of USF, 60 ft from CHCL",Wash line,Poor: +/- 0.40 ft,3,43.20669403,-72.52149932,456.72
Williams River,VT,Windham County,VTWIN33508,33508,"Downstream of railroad bridge on Williams River, Rockingham VT",43.20709991,-72.52100372,VT-025-RH-513,45088,"Seed line on tree. 177 ft to CHCL, 89 ft downstream face, 20 ft from RR",Seed line,Good: +/- 0.10 ft,0,43.2071365,-72.52105442,455.91
Williams River,VT,Windham County,VTWIN33508,33508,"Downstream of railroad bridge on Williams River, Rockingham VT",43.20709991,-72.52100372,VT-025-RH-514,45091,"Seed line on tree (12"" diameter) DSL. 66 ft from CHCL, 40 ft from road, and 74 ft DS of DSF",Seed line,Fair: +/- 0.20 ft,2.75,43.20715117,-72.52192443,456.3
Williams River,VT,Windham County,VTWIN33509,33509,"Williams Road, Rockingham VT",43.21120071,-72.53520203,VT-025-RH-515,45089,"Dead tree (10"" diameter) between RR and bridge. 190 ft before bridhe just past open field on right of road. Directly across electric pole (351/8/341)",Seed line,Good: +/- 0.10 ft,2.5,43.21120147,-72.53533366,470.46
Williams River,VT,Windham County,VTWIN33510,33510,"Upstream of Worrall Covered Bridge, Williams Rd, Rockingham VT",43.21210098,-72.53489685,VT-025-RH-516,45084,"Wash line at base of tree. 190 ft from USF of bridge, 167 ft up the trail from home",Wash line,Poor: +/- 0.40 ft,0,43.21205506,-72.53487971,471.79
Williams River,VT,Windsor County,VTWIN33573,33573,"Upstream of a railroad bridge, near Green Moutain Turnpike, Chester VT",43.24060059,-72.55570221,VT-027-CH-519,45205,"Large half dead tree DSL, 96 ft from CHCL, 93 ft DS of DS face",Debris,Fair: +/- 0.20 ft,3,43.24057331,-72.55575496,524.49
Williams River,VT,Windsor County,VTWIN33574,33574,"Upstream of bridge on Missing Link Road, Chester VT",43.24000168,-72.5585022,VT-027-CH-520,45216,"Tree (8 inch diameter) USL, 132 ft DS of DS face, 70 ft from CHCL",Other ,Fair: +/- 0.20 ft,6,43.24001099,-72.55846454,529.36
Williams River,VT,Windsor County,VTWIN33575,33575,"Downstream of bridge on Missing Link Road, upstream of railroad bridge, Chester VT",43.23949814,-72.5565033,VT-027-CH-521,45221,"Small aspen (4 inch diameter) DSR. 65 ft from CHCL, 36 ft DS of DS face of bridge",Other ,Fair: +/- 0.20 ft,1.5,43.23945075,-72.55647635,527.6
Williams River,VT,Windsor County,VTWIN33577,33577,"Behind house on Green Mountain Turnpike, Chester VT",43.25400162,-72.5714035,VT-027-CH-523,45223,Apple tree UPSL behind farmer's house,Other ,Good: +/- 0.10 ft,1.66,43.25403798,-72.57143814,553.69
Williams River,VT,Windsor County,VTWIN33578,33578,"Near the corner of Elm Street and Pleasant Street, Chester VT",43.26269913,-72.52300262,VT-027-CH-524,45222,"Aspen tree (8 inch diameter) USR. 30 ft from CHCL, 220 ft US of US face",Other ,Good: +/- 0.10 ft,5,43.26271513,-72.58304564,569.89
